"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 22 02:16:57 UTC 2026","Mon Jun 22 02:16:58 UTC 2026","1781","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","listVideosReturnsJsonArray","[BAT] Video catalog endpoint returns a JSON array",""
"passed","Mon Jun 22 02:16:58 UTC 2026","Mon Jun 22 02:16:59 UTC 2026","1033","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","pipelineMultiPlatformAggregateMeetsGate","[BAT] Multi-platform pipeline run meets quality gate (≥80%)",""
"passed","Mon Jun 22 02:16:59 UTC 2026","Mon Jun 22 02:16:59 UTC 2026","79","","Video Catalog API — E2E","","com.devopsdays.qoe.api.e2e.VideoApiE2EIT","createVideo_success","[BAT] POST /videos creates video and returns 201",""
"passed","Mon Jun 22 02:16:59 UTC 2026","Mon Jun 22 02:16:59 UTC 2026","36","","Video Catalog API — E2E","","com.devopsdays.qoe.api.e2e.VideoApiE2EIT","getVideo_notFound","[BAT] GET /videos/{id} returns 404 for unknown id",""
"passed","Mon Jun 22 02:17:00 UTC 2026","Mon Jun 22 02:17:00 UTC 2026","22","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","listPlatformsReturnsAllPlatforms","[BAT] Platform catalogue lists all known platforms",""
"passed","Mon Jun 22 02:16:59 UTC 2026","Mon Jun 22 02:16:59 UTC 2026","40","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","healthEndpointReturnsUp","[BAT] Health endpoint returns UP",""
"passed","Mon Jun 22 02:16:59 UTC 2026","Mon Jun 22 02:16:59 UTC 2026","438","","Video Catalog API — E2E","","com.devopsdays.qoe.api.e2e.VideoApiE2EIT","getVideo_returnsVideoDetails","[BAT] GET /videos/{id} returns 200 with correct fields",""
"passed","Mon Jun 22 02:16:56 UTC 2026","Mon Jun 22 02:16:59 UTC 2026","2255","","Video Catalog API — E2E","","com.devopsdays.qoe.api.e2e.VideoApiE2EIT","listVideos_returnsNonEmptyCatalog","[BAT] GET /videos returns 200 with at least one video",""
